ticket_id,tech,priority,type,tags,created,completed_minutes,eta_minutes,overran,had_followup,reticketed,time_to_reopen_days,redundancy_risk,impact,tech_skill,tech_tags
HIST-1415,Ben,Low,recable_port,network|cabling|optic,2025-04-19T05:03:18Z,18.2,17,0,0,0,0,0,1,4,network|cabling
HIST-1416,Ava,Medium,install_server,server|install|rails,2025-04-19T04:03:18Z,34.5,36,0,0,1,12,0,2,5,server|network
HIST-1417,Farah,High,audit_label,inventory|labeling,2025-04-18T23:03:18Z,9.9,10,0,0,0,0,2,3,3,network|optic
HIST-1418,Hana,High,reseat_blade,server|repair,2025-04-19T05:03:18Z,13.3,14,0,0,0,0,0,3,4,hvac|electrical
HIST-1419,Ava,High,install_server,server|install|rails,2025-04-18T20:03:18Z,39.0,38,0,0,0,0,1,3,5,server|network
HIST-1420,Ivan,Low,install_server,server|install|rails,2025-04-18T17:03:18Z,85.1,44,1,0,0,0,0,1,1,staging|inventory
HIST-1421,Farah,Medium,swap_psu,server|power|electrical,2025-04-19T16:03:18Z,14.0,23,0,0,0,0,1,2,3,network|optic
HIST-1422,Ben,High,reseat_blade,server|repair,2025-04-20T00:03:18Z,21.4,13,1,0,0,0,2,3,4,network|cabling
HIST-1423,Eli,High,reseat_blade,server|repair,2025-04-19T20:03:18Z,18.7,16,1,0,0,0,0,3,2,server|labeling
HIST-1424,Jia,Medium,recable_port,network|cabling|optic,2025-04-20T02:03:18Z,25.8,20,1,0,0,0,1,2,5,server|repair
HIST-1425,Ben,Medium,recable_port,network|cabling|optic,2025-04-20T07:03:18Z,24.0,21,0,0,0,0,1,2,4,network|cabling
HIST-1426,Gus,Medium,swap_psu,server|power|electrical,2025-04-20T10:03:18Z,25.0,20,1,0,0,0,2,2,3,server|cabling
HIST-1427,Jia,High,audit_label,inventory|labeling,2025-04-19T17:03:18Z,7.4,6,1,0,0,0,1,3,5,server|repair
HIST-1428,Ava,Medium,audit_label,inventory|labeling,2025-04-20T07:03:18Z,4.0,6,0,0,0,0,0,2,5,server|network
HIST-1429,Gus,Low,swap_psu,server|power|electrical,2025-04-19T22:03:18Z,33.4,25,1,0,0,0,1,1,3,server|cabling
HIST-1430,Ben,Medium,swap_psu,server|power|electrical,2025-04-20T04:03:18Z,13.7,18,0,0,0,0,1,2,4,network|cabling
HIST-1431,Jia,Low,recable_port,network|cabling|optic,2025-04-20T06:03:18Z,19.4,23,0,0,0,0,0,1,5,server|repair
HIST-1432,Dia,High,reseat_blade,server|repair,2025-04-20T10:03:18Z,19.7,19,0,0,0,0,0,3,4,server|install
HIST-1433,Jia,Low,reseat_blade,server|repair,2025-04-20T00:03:18Z,31.9,18,1,0,0,0,0,1,5,server|repair
HIST-1434,Ivan,Low,install_server,server|install|rails,2025-04-20T05:03:18Z,27.5,42,0,0,1,0,1,1,1,staging|inventory
HIST-1435,Ava,Low,swap_psu,server|power|electrical,2025-04-20T00:03:18Z,23.2,23,0,0,0,0,1,1,5,server|network
HIST-1436,Farah,Medium,audit_label,inventory|labeling,2025-04-19T23:03:18Z,6.7,7,0,0,0,0,1,2,3,network|optic
HIST-1437,Ivan,Medium,install_server,server|install|rails,2025-04-19T23:03:18Z,60.0,35,1,0,0,0,1,2,1,staging|inventory
HIST-1438,Ava,Low,recable_port,network|cabling|optic,2025-04-20T01:03:18Z,18.3,20,0,0,0,0,0,1,5,server|network
HIST-1439,Ava,Medium,install_server,server|install|rails,2025-04-20T04:03:18Z,43.8,39,0,0,0,0,0,2,5,server|network
HIST-1440,Ava,Medium,recable_port,network|cabling|optic,2025-04-19T21:03:18Z,12.9,19,0,0,0,0,0,2,5,server|network
HIST-1441,Ava,Medium,install_server,server|install|rails,2025-04-21T06:03:18Z,21.2,37,0,0,0,0,2,2,5,server|network
HIST-1442,Ava,Medium,swap_psu,server|power|electrical,2025-04-20T21:03:18Z,28.5,23,1,0,1,5,1,2,5,server|network
HIST-1443,Gus,Medium,swap_psu,server|power|electrical,2025-04-21T08:03:18Z,19.0,16,1,1,1,0,2,2,3,server|cabling
HIST-1444,Ivan,Low,audit_label,inventory|labeling,2025-04-20T15:03:18Z,16.4,13,1,0,0,0,2,1,1,staging|inventory
HIST-1445,Ben,Medium,recable_port,network|cabling|optic,2025-04-21T02:03:18Z,11.1,19,0,0,0,0,2,2,4,network|cabling
HIST-1446,Farah,Medium,recable_port,network|cabling|optic,2025-04-21T09:03:18Z,16.4,18,0,0,0,0,2,2,3,network|optic
HIST-1447,Farah,Low,install_server,server|install|rails,2025-04-21T08:03:18Z,65.1,39,1,0,0,0,0,1,3,network|optic
HIST-1448,Ava,Low,reseat_blade,server|repair,2025-04-20T16:03:18Z,43.9,21,1,0,0,0,0,1,5,server|network
HIST-1449,Ben,Critical,swap_psu,server|power|electrical,2025-04-20T17:03:18Z,22.2,22,0,0,0,0,0,4,4,network|cabling
HIST-1450,Ben,Low,recable_port,network|cabling|optic,2025-04-21T05:03:18Z,27.7,20,1,0,1,8,0,1,4,network|cabling
HIST-1451,Ava,Critical,recable_port,network|cabling|optic,2025-04-21T03:03:18Z,15.1,14,0,0,0,0,0,4,5,server|network
HIST-1452,Ava,Medium,recable_port,network|cabling|optic,2025-04-21T09:03:18Z,20.0,20,0,0,0,0,0,2,5,server|network
HIST-1453,Ben,Low,install_server,server|install|rails,2025-04-21T07:03:18Z,32.3,37,0,0,1,0,0,1,4,network|cabling
HIST-1454,Eli,High,audit_label,inventory|labeling,2025-04-20T17:03:18Z,8.5,8,0,0,1,0,0,3,2,server|labeling
HIST-1455,Ben,Medium,reseat_blade,server|repair,2025-04-22T10:03:18Z,9.5,16,0,0,0,0,0,2,4,network|cabling
HIST-1456,Chen,Medium,install_server,server|install|rails,2025-04-21T15:03:18Z,40.4,48,0,0,1,13,1,2,3,hvac|facilities
HIST-1457,Jia,Medium,install_server,server|install|rails,2025-04-21T21:03:18Z,20.0,30,0,0,0,0,0,2,5,server|repair
HIST-1458,Ben,Medium,swap_psu,server|power|electrical,2025-04-22T02:03:18Z,19.6,18,0,0,0,0,0,2,4,network|cabling
HIST-1459,Ivan,Medium,swap_psu,server|power|electrical,2025-04-22T06:03:18Z,19.2,21,0,0,0,0,2,2,1,staging|inventory
HIST-1460,Eli,High,install_server,server|install|rails,2025-04-22T06:03:18Z,51.3,41,1,0,0,0,1,3,2,server|labeling
HIST-1461,Jia,Medium,reseat_blade,server|repair,2025-04-22T08:03:18Z,18.4,16,0,0,0,0,0,2,5,server|repair
HIST-1462,Dia,Low,recable_port,network|cabling|optic,2025-04-21T22:03:18Z,8.3,21,0,0,0,0,0,1,4,server|install
HIST-1463,Ben,Medium,swap_psu,server|power|electrical,2025-04-22T00:03:18Z,7.6,20,0,0,0,0,0,2,4,network|cabling
HIST-1464,Ivan,Low,swap_psu,server|power|electrical,2025-04-21T15:03:18Z,25.9,24,0,0,0,0,1,1,1,staging|inventory
HIST-1465,Dia,High,reseat_blade,server|repair,2025-04-22T04:03:18Z,27.9,16,1,0,1,7,2,3,4,server|install
HIST-1466,Hana,Low,audit_label,inventory|labeling,2025-04-22T09:03:18Z,10.1,12,0,0,0,0,0,1,4,hvac|electrical
HIST-1467,Ava,Medium,recable_port,network|cabling|optic,2025-04-22T06:03:18Z,15.7,19,0,0,0,0,0,2,5,server|network
HIST-1468,Dia,Medium,recable_port,network|cabling|optic,2025-04-22T05:03:18Z,28.6,17,1,0,1,0,2,2,4,server|install
HIST-1469,Dia,Low,recable_port,network|cabling|optic,2025-04-23T06:03:18Z,32.4,22,1,0,0,0,2,1,4,server|install
HIST-1470,Jia,Medium,install_server,server|install|rails,2025-04-23T05:03:18Z,30.0,40,0,0,0,0,2,2,5,server|repair
HIST-1471,Jia,Medium,reseat_blade,server|repair,2025-04-23T05:03:18Z,10.6,13,0,0,0,0,1,2,5,server|repair
HIST-1472,Ivan,Critical,reseat_blade,server|repair,2025-04-23T02:03:18Z,8.7,13,0,0,1,13,0,4,1,staging|inventory
HIST-1473,Dia,High,audit_label,inventory|labeling,2025-04-23T01:03:18Z,4.7,8,0,0,1,0,0,3,4,server|install
HIST-1474,Ben,Low,recable_port,network|cabling|optic,2025-04-22T15:03:18Z,20.2,19,0,0,0,0,1,1,4,network|cabling
HIST-1475,Dia,Low,swap_psu,server|power|electrical,2025-04-22T16:03:18Z,18.1,32,0,0,0,0,0,1,4,server|install
HIST-1476,Ben,Low,audit_label,inventory|labeling,2025-04-22T20:03:18Z,15.9,14,0,0,0,0,1,1,4,network|cabling
HIST-1477,Ava,Low,install_server,server|install|rails,2025-04-22T15:03:18Z,47.3,44,0,0,0,0,0,1,5,server|network
HIST-1478,Ivan,Medium,reseat_blade,server|repair,2025-04-23T09:03:18Z,17.0,17,0,0,0,0,0,2,1,staging|inventory
HIST-1479,Gus,Medium,install_server,server|install|rails,2025-04-23T05:03:18Z,41.1,48,0,0,1,0,0,2,3,server|cabling
HIST-1480,Ben,Medium,install_server,server|install|rails,2025-04-22T16:03:18Z,36.0,46,0,0,0,0,1,2,4,network|cabling
HIST-1481,Ava,Critical,install_server,server|install|rails,2025-04-23T01:03:18Z,23.1,35,0,0,0,0,1,4,5,server|network
HIST-1482,Ivan,Medium,swap_psu,server|power|electrical,2025-04-22T19:03:18Z,51.2,23,1,0,1,0,0,2,1,staging|inventory
HIST-1483,Dia,Medium,install_server,server|install|rails,2025-04-22T23:03:18Z,36.8,39,0,0,0,0,1,2,4,server|install
HIST-1484,Jia,Low,reseat_blade,server|repair,2025-04-23T00:03:18Z,13.7,15,0,0,0,0,2,1,5,server|repair
HIST-1485,Ava,Medium,audit_label,inventory|labeling,2025-04-24T02:03:18Z,11.3,14,0,0,0,0,1,2,5,server|network
HIST-1486,Ben,Medium,reseat_blade,server|repair,2025-04-23T23:03:18Z,22.6,19,1,0,0,0,0,2,4,network|cabling
HIST-1487,Hana,Medium,swap_psu,server|power|electrical,2025-04-23T23:03:18Z,26.6,21,1,0,0,0,0,2,4,hvac|electrical
HIST-1488,Jia,Medium,audit_label,inventory|labeling,2025-04-23T21:03:18Z,10.9,10,0,0,0,0,1,2,5,server|repair
HIST-1489,Farah,Low,reseat_blade,server|repair,2025-04-23T19:03:18Z,9.1,17,0,0,0,0,0,1,3,network|optic
HIST-1490,Ben,High,swap_psu,server|power|electrical,2025-04-23T19:03:18Z,20.2,14,1,0,0,0,2,3,4,network|cabling
HIST-1491,Jia,Medium,install_server,server|install|rails,2025-04-24T03:03:18Z,30.5,38,0,1,1,2,0,2,5,server|repair
HIST-1492,Dia,Low,swap_psu,server|power|electrical,2025-04-23T23:03:18Z,35.7,24,1,0,0,0,0,1,4,server|install
HIST-1493,Dia,Medium,reseat_blade,server|repair,2025-04-24T19:03:18Z,22.2,17,1,0,1,12,0,2,4,server|install
HIST-1494,Ava,Medium,audit_label,inventory|labeling,2025-04-24T16:03:18Z,11.3,8,1,0,0,0,1,2,5,server|network
HIST-1495,Dia,High,swap_psu,server|power|electrical,2025-04-24T19:03:18Z,11.0,15,0,0,0,0,0,3,4,server|install
HIST-1496,Eli,High,audit_label,inventory|labeling,2025-04-24T22:03:18Z,14.1,9,1,0,0,0,1,3,2,server|labeling
HIST-1497,Jia,Low,install_server,server|install|rails,2025-04-24T19:03:18Z,45.9,50,0,0,0,0,2,1,5,server|repair
HIST-1498,Gus,Medium,audit_label,inventory|labeling,2025-04-25T04:03:18Z,7.7,8,0,0,0,0,0,2,3,server|cabling
HIST-1499,Ava,Medium,install_server,server|install|rails,2025-04-25T04:03:18Z,42.3,40,0,0,1,14,0,2,5,server|network
HIST-1500,Ben,Medium,install_server,server|install|rails,2025-04-24T16:03:18Z,41.2,46,0,0,0,0,1,2,4,network|cabling
HIST-1501,Ben,Medium,audit_label,inventory|labeling,2025-04-24T22:03:18Z,6.7,10,0,0,0,0,0,2,4,network|cabling
HIST-1502,Chen,Critical,recable_port,network|cabling|optic,2025-04-24T17:03:18Z,16.2,15,0,0,0,0,1,4,3,hvac|facilities
HIST-1503,Gus,High,audit_label,inventory|labeling,2025-04-25T05:03:18Z,5.8,6,0,0,0,0,0,3,3,server|cabling
HIST-1504,Eli,Medium,reseat_blade,server|repair,2025-04-24T16:03:18Z,14.0,15,0,0,0,0,0,2,2,server|labeling
HIST-1505,Chen,Medium,recable_port,network|cabling|optic,2025-04-25T20:03:18Z,6.4,17,0,0,0,0,0,2,3,hvac|facilities
HIST-1506,Gus,High,reseat_blade,server|repair,2025-04-25T22:03:18Z,10.3,11,0,0,0,0,2,3,3,server|cabling
HIST-1507,Gus,Medium,recable_port,network|cabling|optic,2025-04-26T08:03:18Z,32.9,16,1,0,0,0,2,2,3,server|cabling
HIST-1508,Ben,Medium,install_server,server|install|rails,2025-04-25T18:03:18Z,75.7,39,1,0,0,0,1,2,4,network|cabling
HIST-1509,Ava,High,install_server,server|install|rails,2025-04-26T08:03:18Z,39.5,38,0,0,0,0,1,3,5,server|network
HIST-1510,Jia,Medium,install_server,server|install|rails,2025-04-26T08:03:18Z,40.0,39,0,0,0,0,2,2,5,server|repair
HIST-1511,Gus,Medium,audit_label,inventory|labeling,2025-04-25T20:03:18Z,4.1,12,0,0,1,0,0,2,3,server|cabling
HIST-1512,Ben,High,swap_psu,server|power|electrical,2025-04-26T01:03:18Z,10.7,13,0,0,0,0,2,3,4,network|cabling
HIST-1513,Ivan,Medium,reseat_blade,server|repair,2025-04-25T18:03:18Z,24.4,16,1,0,0,0,2,2,1,staging|inventory
HIST-1514,Chen,Critical,reseat_blade,server|repair,2025-04-25T18:03:18Z,11.6,13,0,0,0,0,0,4,3,hvac|facilities
HIST-1515,Eli,Low,recable_port,network|cabling|optic,2025-04-25T23:03:18Z,39.8,22,1,0,1,0,2,1,2,server|labeling
HIST-1516,Ivan,High,swap_psu,server|power|electrical,2025-04-25T17:03:18Z,35.0,20,1,0,0,0,0,3,1,staging|inventory
HIST-1517,Jia,Medium,swap_psu,server|power|electrical,2025-04-26T07:03:18Z,17.9,22,0,0,0,0,0,2,5,server|repair
HIST-1518,Chen,Medium,install_server,server|install|rails,2025-04-26T07:03:18Z,50.2,44,0,0,0,0,0,2,3,hvac|facilities
HIST-1519,Ben,Low,audit_label,inventory|labeling,2025-04-26T01:03:18Z,25.4,12,1,0,0,0,0,1,4,network|cabling
HIST-1520,Eli,High,install_server,server|install|rails,2025-04-26T05:03:18Z,12.5,23,0,0,0,0,2,3,2,server|labeling
HIST-1521,Farah,High,audit_label,inventory|labeling,2025-04-27T04:03:18Z,4.0,7,0,0,0,0,0,3,3,network|optic
HIST-1522,Eli,Critical,recable_port,network|cabling|optic,2025-04-26T21:03:18Z,7.7,11,0,0,1,1,0,4,2,server|labeling
HIST-1523,Ben,Low,recable_port,network|cabling|optic,2025-04-27T03:03:18Z,54.5,26,1,0,0,0,0,1,4,network|cabling
HIST-1524,Dia,High,audit_label,inventory|labeling,2025-04-26T15:03:18Z,6.3,7,0,0,0,0,1,3,4,server|install
HIST-1525,Eli,Medium,reseat_blade,server|repair,2025-04-26T18:03:18Z,5.6,13,0,0,0,0,0,2,2,server|labeling
HIST-1526,Ivan,Medium,audit_label,inventory|labeling,2025-04-27T07:03:18Z,6.0,9,0,0,0,0,0,2,1,staging|inventory
HIST-1527,Jia,High,swap_psu,server|power|electrical,2025-04-27T01:03:18Z,10.1,19,0,0,1,0,2,3,5,server|repair
HIST-1528,Dia,Critical,swap_psu,server|power|electrical,2025-04-27T07:03:18Z,16.7,15,0,0,0,0,0,4,4,server|install
HIST-1529,Hana,Medium,audit_label,inventory|labeling,2025-04-26T17:03:18Z,12.9,10,1,0,0,0,1,2,4,hvac|electrical
HIST-1530,Farah,Medium,audit_label,inventory|labeling,2025-04-28T02:03:18Z,11.9,8,1,0,0,0,0,2,3,network|optic
HIST-1531,Ava,Medium,reseat_blade,server|repair,2025-04-27T21:03:18Z,8.8,15,0,0,0,0,0,2,5,server|network
HIST-1532,Gus,Medium,reseat_blade,server|repair,2025-04-28T07:03:18Z,18.9,15,1,0,1,9,0,2,3,server|cabling
HIST-1533,Chen,High,swap_psu,server|power|electrical,2025-04-28T08:03:18Z,22.1,22,0,0,0,0,1,3,3,hvac|facilities
HIST-1534,Hana,Low,recable_port,network|cabling|optic,2025-04-27T22:03:18Z,40.8,24,1,0,0,0,0,1,4,hvac|electrical
HIST-1535,Farah,Low,swap_psu,server|power|electrical,2025-04-27T22:03:18Z,36.1,23,1,0,0,0,2,1,3,network|optic
HIST-1536,Ivan,Medium,swap_psu,server|power|electrical,2025-04-28T00:03:18Z,80.6,28,1,1,1,12,1,2,1,staging|inventory
HIST-1537,Ava,High,install_server,server|install|rails,2025-04-27T18:03:18Z,21.0,30,0,0,0,0,1,3,5,server|network
HIST-1538,Chen,High,recable_port,network|cabling|optic,2025-04-27T21:03:18Z,12.7,20,0,0,0,0,1,3,3,hvac|facilities
HIST-1539,Chen,Medium,install_server,server|install|rails,2025-04-28T04:03:18Z,27.1,32,0,0,0,0,1,2,3,hvac|facilities
HIST-1540,Jia,Low,install_server,server|install|rails,2025-04-29T00:03:18Z,29.6,38,0,0,0,0,0,1,5,server|repair
HIST-1541,Gus,Low,swap_psu,server|power|electrical,2025-04-29T00:03:18Z,14.7,21,0,0,0,0,0,1,3,server|cabling
HIST-1542,Ben,High,swap_psu,server|power|electrical,2025-04-29T06:03:18Z,32.9,27,1,0,0,0,0,3,4,network|cabling
HIST-1543,Gus,Low,recable_port,network|cabling|optic,2025-04-29T08:03:18Z,18.6,22,0,0,1,4,0,1,3,server|cabling
HIST-1544,Ava,Medium,reseat_blade,server|repair,2025-04-28T19:03:18Z,11.5,15,0,0,0,0,1,2,5,server|network
HIST-1545,Ava,Low,recable_port,network|cabling|optic,2025-04-28T19:03:18Z,7.0,12,0,0,0,0,0,1,5,server|network
HIST-1546,Ava,High,reseat_blade,server|repair,2025-04-29T04:03:18Z,4.0,9,0,0,0,0,1,3,5,server|network
HIST-1547,Gus,High,install_server,server|install|rails,2025-04-28T20:03:18Z,60.1,30,1,0,0,0,0,3,3,server|cabling
HIST-1548,Ava,Low,audit_label,inventory|labeling,2025-04-29T19:03:18Z,10.5,13,0,0,0,0,0,1,5,server|network
HIST-1549,Ava,Medium,install_server,server|install|rails,2025-04-30T04:03:18Z,55.6,43,1,0,0,0,0,2,5,server|network
HIST-1550,Ben,Medium,install_server,server|install|rails,2025-04-29T22:03:18Z,22.5,36,0,0,0,0,0,2,4,network|cabling
HIST-1551,Dia,Low,swap_psu,server|power|electrical,2025-04-30T02:03:18Z,21.7,20,0,0,0,0,1,1,4,server|install
HIST-1552,Ben,High,install_server,server|install|rails,2025-04-30T17:03:18Z,52.6,38,1,0,0,0,0,3,4,network|cabling
HIST-1553,Dia,High,install_server,server|install|rails,2025-05-01T04:03:18Z,77.8,41,1,0,0,0,1,3,4,server|install
HIST-1554,Farah,High,recable_port,network|cabling|optic,2025-04-30T17:03:18Z,12.8,19,0,0,0,0,1,3,3,network|optic
HIST-1555,Jia,Low,reseat_blade,server|repair,2025-04-30T19:03:18Z,18.0,22,0,0,0,0,0,1,5,server|repair
HIST-1556,Dia,Critical,recable_port,network|cabling|optic,2025-04-30T16:03:18Z,17.5,16,0,0,0,0,0,4,4,server|install
HIST-1557,Hana,Critical,audit_label,inventory|labeling,2025-05-01T05:03:18Z,4.0,6,0,0,0,0,0,4,4,hvac|electrical
HIST-1558,Hana,Critical,audit_label,inventory|labeling,2025-04-30T23:03:18Z,4.0,6,0,0,0,0,0,4,4,hvac|electrical
HIST-1559,Ava,Low,reseat_blade,server|repair,2025-05-01T04:03:18Z,37.4,20,1,0,0,0,0,1,5,server|network
HIST-1560,Jia,Medium,swap_psu,server|power|electrical,2025-05-01T00:03:18Z,22.0,19,1,0,0,0,0,2,5,server|repair
HIST-1561,Ben,Low,install_server,server|install|rails,2025-05-01T09:03:18Z,29.2,37,0,0,0,0,2,1,4,network|cabling
HIST-1562,Gus,Low,audit_label,inventory|labeling,2025-04-30T15:03:18Z,13.8,13,0,0,0,0,1,1,3,server|cabling
HIST-1563,Ben,Critical,reseat_blade,server|repair,2025-05-02T02:03:18Z,15.5,14,0,0,1,1,2,4,4,network|cabling
HIST-1564,Dia,High,audit_label,inventory|labeling,2025-05-01T20:03:18Z,7.7,9,0,0,0,0,0,3,4,server|install
HIST-1565,Ava,Medium,audit_label,inventory|labeling,2025-05-01T18:03:18Z,8.9,9,0,0,0,0,0,2,5,server|network
HIST-1566,Jia,High,reseat_blade,server|repair,2025-05-02T02:03:18Z,13.8,11,1,0,0,0,1,3,5,server|repair
HIST-1567,Eli,Medium,reseat_blade,server|repair,2025-05-02T04:03:18Z,23.8,17,1,0,0,0,1,2,2,server|labeling
HIST-1568,Gus,Low,recable_port,network|cabling|optic,2025-05-02T09:03:18Z,51.0,24,1,0,0,0,0,1,3,server|cabling
HIST-1569,Jia,Low,reseat_blade,server|repair,2025-05-02T23:03:18Z,16.0,16,0,0,0,0,1,1,5,server|repair
HIST-1570,Hana,Low,audit_label,inventory|labeling,2025-05-03T02:03:18Z,24.9,11,1,0,0,0,0,1,4,hvac|electrical
HIST-1571,Gus,Medium,install_server,server|install|rails,2025-05-02T18:03:18Z,40.3,42,0,0,0,0,2,2,3,server|cabling
HIST-1572,Ava,Medium,recable_port,network|cabling|optic,2025-05-02T17:03:18Z,8.9,21,0,0,0,0,1,2,5,server|network
HIST-1573,Jia,High,install_server,server|install|rails,2025-05-03T10:03:18Z,35.5,25,1,0,0,0,0,3,5,server|repair
HIST-1574,Chen,Medium,audit_label,inventory|labeling,2025-05-02T19:03:18Z,12.2,10,1,0,0,0,0,2,3,hvac|facilities
HIST-1575,Ivan,Medium,swap_psu,server|power|electrical,2025-05-03T03:03:18Z,18.1,17,0,0,0,0,0,2,1,staging|inventory
HIST-1576,Dia,Medium,recable_port,network|cabling|optic,2025-05-03T02:03:18Z,35.9,23,1,0,0,0,1,2,4,server|install
HIST-1577,Dia,Medium,recable_port,network|cabling|optic,2025-05-03T02:03:18Z,15.5,18,0,1,1,0,2,2,4,server|install
HIST-1578,Gus,Low,recable_port,network|cabling|optic,2025-05-02T17:03:18Z,6.9,18,0,0,0,0,1,1,3,server|cabling
HIST-1579,Dia,High,audit_label,inventory|labeling,2025-05-03T09:03:18Z,12.6,8,1,0,0,0,0,3,4,server|install
HIST-1580,Ava,Medium,recable_port,network|cabling|optic,2025-05-04T01:03:18Z,7.9,18,0,0,1,12,1,2,5,server|network
HIST-1581,Ivan,High,audit_label,inventory|labeling,2025-05-04T04:03:18Z,12.1,8,1,0,1,14,0,3,1,staging|inventory
HIST-1582,Gus,High,install_server,server|install|rails,2025-05-04T03:03:18Z,11.7,36,0,0,0,0,1,3,3,server|cabling
HIST-1583,Chen,High,swap_psu,server|power|electrical,2025-05-04T06:03:18Z,32.0,16,1,0,0,0,2,3,3,hvac|facilities
HIST-1584,Jia,Medium,swap_psu,server|power|electrical,2025-05-04T03:03:18Z,10.7,12,0,1,1,0,1,2,5,server|repair
HIST-1585,Jia,Medium,swap_psu,server|power|electrical,2025-05-04T07:03:18Z,25.6,18,1,0,0,0,1,2,5,server|repair
HIST-1586,Ben,High,install_server,server|install|rails,2025-05-03T18:03:18Z,42.3,33,1,0,1,8,0,3,4,network|cabling
HIST-1587,Chen,Medium,reseat_blade,server|repair,2025-05-04T07:03:18Z,46.0,17,1,0,0,0,0,2,3,hvac|facilities
HIST-1588,Dia,Low,reseat_blade,server|repair,2025-05-04T22:03:18Z,13.0,16,0,0,0,0,0,1,4,server|install
HIST-1589,Hana,Medium,swap_psu,server|power|electrical,2025-05-04T17:03:18Z,11.0,21,0,0,0,0,0,2,4,hvac|electrical
HIST-1590,Jia,Low,install_server,server|install|rails,2025-05-05T06:03:18Z,65.5,43,1,0,0,0,2,1,5,server|repair
HIST-1591,Eli,Medium,install_server,server|install|rails,2025-05-05T08:03:18Z,20.5,41,0,0,0,0,0,2,2,server|labeling
HIST-1592,Farah,High,swap_psu,server|power|electrical,2025-05-04T19:03:18Z,29.7,19,1,0,0,0,0,3,3,network|optic
HIST-1593,Jia,High,reseat_blade,server|repair,2025-05-05T08:03:18Z,6.0,9,0,0,0,0,1,3,5,server|repair
HIST-1594,Jia,Critical,reseat_blade,server|repair,2025-05-05T02:03:18Z,15.3,14,0,0,1,10,2,4,5,server|repair
HIST-1595,Jia,Critical,reseat_blade,server|repair,2025-05-04T15:03:18Z,23.2,12,1,0,1,1,0,4,5,server|repair
HIST-1596,Ava,High,swap_psu,server|power|electrical,2025-05-04T22:03:18Z,28.2,21,1,0,0,0,1,3,5,server|network
HIST-1597,Ben,Medium,reseat_blade,server|repair,2025-05-05T00:03:18Z,21.1,22,0,0,0,0,2,2,4,network|cabling
HIST-1598,Eli,Low,swap_psu,server|power|electrical,2025-05-05T04:03:18Z,27.4,21,1,0,0,0,1,1,2,server|labeling
HIST-1599,Jia,Medium,reseat_blade,server|repair,2025-05-04T15:03:18Z,13.9,17,0,0,1,3,2,2,5,server|repair
HIST-1600,Gus,Low,recable_port,network|cabling|optic,2025-05-06T07:03:18Z,26.5,19,1,0,0,0,0,1,3,server|cabling
HIST-1601,Ava,Medium,install_server,server|install|rails,2025-05-05T21:03:18Z,37.9,32,1,1,1,9,2,2,5,server|network
HIST-1602,Eli,Medium,audit_label,inventory|labeling,2025-05-05T20:03:18Z,15.8,12,1,0,0,0,0,2,2,server|labeling
HIST-1603,Gus,High,install_server,server|install|rails,2025-05-06T00:03:18Z,29.3,35,0,1,1,7,1,3,3,server|cabling
HIST-1604,Dia,Low,reseat_blade,server|repair,2025-05-06T07:03:18Z,15.8,17,0,0,0,0,0,1,4,server|install
HIST-1605,Dia,Medium,install_server,server|install|rails,2025-05-06T06:03:18Z,54.4,37,1,0,0,0,1,2,4,server|install
HIST-1606,Ava,Critical,reseat_blade,server|repair,2025-05-05T18:03:18Z,10.1,7,1,1,1,4,1,4,5,server|network
HIST-1607,Ava,High,swap_psu,server|power|electrical,2025-05-05T17:03:18Z,21.5,18,1,0,0,0,2,3,5,server|network
HIST-1608,Chen,High,reseat_blade,server|repair,2025-05-05T21:03:18Z,23.1,11,1,0,1,0,1,3,3,hvac|facilities
HIST-1609,Hana,Medium,recable_port,network|cabling|optic,2025-05-06T06:03:18Z,34.9,21,1,0,0,0,1,2,4,hvac|electrical
HIST-1610,Ben,Medium,audit_label,inventory|labeling,2025-05-07T01:03:18Z,21.2,10,1,0,0,0,1,2,4,network|cabling
HIST-1611,Eli,Medium,recable_port,network|cabling|optic,2025-05-06T16:03:18Z,5.4,21,0,0,0,0,2,2,2,server|labeling
HIST-1612,Hana,High,audit_label,inventory|labeling,2025-05-06T16:03:18Z,6.9,7,0,0,0,0,0,3,4,hvac|electrical
HIST-1613,Eli,Medium,install_server,server|install|rails,2025-05-07T07:03:18Z,32.3,29,0,1,1,2,1,2,2,server|labeling
HIST-1614,Eli,Medium,reseat_blade,server|repair,2025-05-07T03:03:18Z,11.5,18,0,0,0,0,1,2,2,server|labeling
HIST-1615,Chen,Medium,install_server,server|install|rails,2025-05-07T08:03:18Z,28.7,42,0,0,0,0,0,2,3,hvac|facilities
HIST-1616,Ben,Low,audit_label,inventory|labeling,2025-05-06T18:03:18Z,21.2,10,1,0,0,0,1,1,4,network|cabling
HIST-1617,Ben,Low,recable_port,network|cabling|optic,2025-05-07T01:03:18Z,22.1,18,1,0,0,0,2,1,4,network|cabling
HIST-1618,Dia,Medium,audit_label,inventory|labeling,2025-05-06T19:03:18Z,17.8,7,1,0,0,0,0,2,4,server|install
HIST-1619,Farah,Critical,recable_port,network|cabling|optic,2025-05-07T03:03:18Z,14.4,15,0,0,0,0,1,4,3,network|optic
